Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
36.0,Company Invited,1,9.0,Small Business,Female,3,4.0,Deluxe,4.0,Single,7.0,0,1,0,1.0,Manager,23103.0
35.0,Self Enquiry,3,6.0,Small Business,Male,3,3.0,Standard,4.0,Married,2.0,0,4,0,0.0,Senior Manager,22295.0
24.0,Self Enquiry,1,13.0,Salaried,Male,4,2.0,Basic,5.0,Divorced,3.0,1,3,1,3.0,Executive,20279.0
49.0,Company Invited,1,7.0,Small Business,Male,3,2.0,Super Deluxe,3.0,Single,4.0,0,2,0,1.0,AVP,35563.0
34.0,Self Enquiry,3,15.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,2.0,0,2,1,2.0,Manager,25782.0
32.0,Self Enquiry,1,30.0,Small Business,Male,4,5.0,Deluxe,3.0,Divorced,2.0,0,3,1,2.0,Manager,24260.0
37.0,Self Enquiry,1,12.0,Salaried,Male,4,4.0,Deluxe,4.0,Single,2.0,0,1,1,2.0,Manager,24592.0
34.0,Self Enquiry,3,34.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,2.0,0,5,1,0.0,Manager,21712.0
30.0,Self Enquiry,3,11.0,Salaried,Female,2,3.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,24419.0
30.0,Self Enquiry,1,23.0,Small Business,Female,3,3.0,Standard,5.0,Divorced,2.0,1,4,0,2.0,Senior Manager,26916.0
30.0,Self Enquiry,1,30.0,Salaried,Male,3,4.0,Basic,3.0,Single,2.0,0,3,0,1.0,Executive,20879.0
22.0,Self Enquiry,3,29.0,Large Business,Male,3,4.0,Basic,3.0,Single,3.0,0,1,0,1.0,Executive,22125.0
56.0,Self Enquiry,1,13.0,Large Business,Male,3,3.0,Basic,3.0,Married,1.0,0,4,1,2.0,Executive,17339.0
27.0,Self Enquiry,1,23.0,Salaried,Female,2,3.0,Basic,3.0,Single,2.0,1,5,1,0.0,Executive,17394.0
30.0,Self Enquiry,1,14.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,3.0,1,3,0,1.0,Manager,25301.0
29.0,Self Enquiry,1,21.0,Salaried,Female,3,5.0,Basic,3.0,Divorced,1.0,1,5,1,0.0,Executive,17168.0
43.0,Company Invited,1,28.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,4.0,0,1,0,1.0,Manager,23943.0
35.0,Self Enquiry,1,9.0,Salaried,Male,3,5.0,Deluxe,5.0,Divorced,8.0,0,4,0,2.0,Manager,24635.0
28.0,Self Enquiry,1,27.0,Small Business,Male,2,3.0,Basic,3.0,Divorced,2.0,0,2,0,0.0,Executive,17713.0
31.0,Self Enquiry,1,13.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,4.0,0,3,1,0.0,Manager,20915.0
22.0,Self Enquiry,3,19.0,Salaried,Female,3,2.0,Basic,4.0,Single,3.0,0,5,0,2.0,Executive,21394.0
32.0,Self Enquiry,3,14.0,Salaried,Male,3,5.0,Standard,3.0,Married,2.0,0,3,1,1.0,Senior Manager,30235.0
58.0,Company Invited,1,6.0,Salaried,Male,2,5.0,Deluxe,3.0,Married,3.0,1,2,1,1.0,Manager,20660.0
33.0,Self Enquiry,3,13.0,Small Business,Male,3,4.0,Deluxe,3.0,Single,3.0,0,5,1,1.0,Manager,23688.0
36.0,Self Enquiry,1,14.0,Large Business,Female,2,3.0,Standard,3.0,Married,2.0,0,4,1,1.0,Senior Manager,25096.0
32.0,Self Enquiry,3,20.0,Small Business,Male,3,4.0,Deluxe,5.0,Married,4.0,0,1,0,2.0,Manager,22911.0
46.0,Self Enquiry,1,6.0,Small Business,Male,2,3.0,King,3.0,Married,1.0,0,5,1,0.0,VP,34627.0
29.0,Self Enquiry,1,8.0,Large Business,Male,4,5.0,Basic,5.0,Single,8.0,0,3,1,2.0,Executive,20758.0
40.0,Company Invited,1,15.0,Small Business,Female,2,3.0,Standard,3.0,Single,1.0,0,4,1,1.0,Senior Manager,28499.0
46.0,Self Enquiry,2,31.0,Small Business,Male,3,4.0,Basic,4.0,Single,3.0,0,4,0,1.0,Executive,20855.0
22.0,Self Enquiry,3,29.0,Large Business,Male,3,4.0,Basic,3.0,Single,3.0,0,2,1,2.0,Executive,22125.0
26.0,Self Enquiry,1,7.0,Salaried,Female,4,4.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,23576.0
25.0,Self Enquiry,1,16.0,Small Business,Male,4,2.0,Basic,3.0,Married,3.0,0,1,0,1.0,Executive,23079.0
31.0,Company Invited,1,12.0,Small Business,Female,3,4.0,Basic,4.0,Single,2.0,0,3,0,1.0,Executive,21100.0
36.0,Self Enquiry,3,8.0,Salaried,Male,3,3.0,Basic,3.0,Single,4.0,1,3,0,0.0,Executive,17644.0
31.0,Self Enquiry,1,8.0,Small Business,Female,2,5.0,Basic,3.0,Married,2.0,1,5,1,0.0,Executive,16129.0
49.0,Self Enquiry,3,14.0,Large Business,Male,2,4.0,Super Deluxe,4.0,Divorced,7.0,0,4,1,0.0,AVP,28120.0
50.0,Company Invited,3,6.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,1.0,0,1,0,1.0,Manager,21347.0
29.0,Self Enquiry,1,27.0,Salaried,Female,2,1.0,Standard,5.0,Married,2.0,0,5,1,1.0,Senior Manager,24980.0
46.0,Company Invited,1,7.0,Salaried,Male,4,5.0,Standard,3.0,Married,5.0,0,1,1,3.0,Senior Manager,29426.0
39.0,Company Invited,1,30.0,Salaried,Male,3,5.0,Standard,3.0,Single,2.0,0,3,1,1.0,Senior Manager,28204.0
30.0,Self Enquiry,3,10.0,Small Business,Female,4,4.0,Deluxe,3.0,Divorced,3.0,0,2,0,1.0,Manager,24239.0
31.0,Company Invited,1,30.0,Large Business,Female,1,3.0,Deluxe,3.0,Single,3.0,0,1,1,0.0,Manager,20238.0
32.0,Self Enquiry,2,25.0,Salaried,Male,3,2.0,Basic,5.0,Married,2.0,0,1,1,1.0,Executive,21634.0
44.0,Company Invited,1,11.0,Salaried,Male,2,4.0,Basic,3.0,Single,4.0,0,1,0,1.0,Executive,18162.0
35.0,Company Invited,1,14.0,Salaried,Male,4,6.0,Deluxe,3.0,Single,3.0,1,5,1,1.0,Manager,24752.0
56.0,Company Invited,1,15.0,Small Business,Male,3,5.0,Super Deluxe,4.0,Married,3.0,1,3,1,2.0,AVP,32255.0
31.0,Self Enquiry,3,12.0,Small Business,Male,3,2.0,Deluxe,3.0,Married,5.0,0,5,1,2.0,Manager,20460.0
54.0,Company Invited,1,17.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,4.0,0,3,1,0.0,AVP,31032.0
23.0,Self Enquiry,1,7.0,Salaried,Male,4,4.0,Basic,3.0,Single,2.0,0,3,0,3.0,Executive,22053.0
31.0,Company Invited,1,15.0,Small Business,Male,2,4.0,Basic,5.0,Single,1.0,1,3,0,1.0,Executive,17321.0
30.0,Self Enquiry,1,7.0,Large Business,Male,3,4.0,Basic,3.0,Single,2.0,0,2,0,1.0,Executive,20736.0
38.0,Self Enquiry,1,35.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,1.0,1,3,1,2.0,Manager,21673.0
27.0,Self Enquiry,1,14.0,Small Business,Female,3,5.0,Standard,5.0,Married,2.0,1,4,1,2.0,Senior Manager,21553.0
42.0,Self Enquiry,1,29.0,Salaried,Female,2,3.0,Super Deluxe,3.0,Single,3.0,0,3,0,0.0,AVP,30992.0
30.0,Self Enquiry,3,10.0,Small Business,Female,3,4.0,Deluxe,4.0,Married,2.0,1,3,1,1.0,Manager,20209.0
33.0,Self Enquiry,1,12.0,Salaried,Male,3,5.0,Deluxe,3.0,Single,2.0,0,1,0,2.0,Manager,28357.0
54.0,Self Enquiry,3,8.0,Salaried,Female,2,4.0,Standard,3.0,Divorced,7.0,0,5,1,0.0,Senior Manager,25686.0
37.0,Self Enquiry,1,15.0,Large Business,Female,3,4.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,28774.0
30.0,Self Enquiry,3,16.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,2.0,0,1,0,1.0,Manager,21578.0
47.0,Self Enquiry,2,7.0,Salaried,Female,3,4.0,Basic,5.0,Single,8.0,0,5,1,1.0,Executive,22101.0
32.0,Company Invited,1,11.0,Salaried,Female,2,1.0,Basic,3.0,Single,4.0,1,1,0,1.0,Executive,17432.0
43.0,Company Invited,1,16.0,Salaried,Female,2,3.0,Basic,3.0,Single,1.0,0,5,0,0.0,Executive,17455.0
27.0,Company Invited,1,9.0,Small Business,Male,3,4.0,Basic,3.0,Married,2.0,1,1,0,2.0,Executive,17566.0
37.0,Self Enquiry,1,22.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,0,4,0,1.0,Manager,23512.0
45.0,Company Invited,1,13.0,Salaried,Male,3,1.0,Deluxe,3.0,Married,5.0,0,1,1,0.0,Manager,21434.0
52.0,Self Enquiry,1,12.0,Large Business,Male,3,3.0,Deluxe,5.0,Married,4.0,1,4,1,1.0,Manager,20577.0
41.0,Self Enquiry,3,14.0,Small Business,Male,3,4.0,Basic,4.0,Single,3.0,0,5,0,1.0,Executive,23339.0
26.0,Company Invited,1,12.0,Salaried,Male,3,2.0,Deluxe,5.0,Married,3.0,0,5,1,2.0,Manager,22678.0
24.0,Self Enquiry,1,23.0,Salaried,Male,3,4.0,Basic,4.0,Married,2.0,0,3,1,1.0,Executive,17127.0
26.0,Self Enquiry,3,26.0,Small Business,Male,3,5.0,Basic,4.0,Divorced,3.0,1,2,0,1.0,Executive,21091.0
38.0,Self Enquiry,3,6.0,Salaried,Male,2,4.0,Basic,5.0,Single,5.0,0,3,0,1.0,Executive,17858.0
38.0,Self Enquiry,1,17.0,Salaried,Male,3,4.0,Deluxe,4.0,Single,4.0,1,5,0,2.0,Manager,22875.0
35.0,Company Invited,1,31.0,Salaried,Female,3,3.0,Basic,4.0,Married,2.0,1,3,1,1.0,Executive,17022.0
56.0,Self Enquiry,3,17.0,Small Business,Female,2,4.0,Deluxe,5.0,Married,5.0,0,5,0,1.0,Manager,20380.0
28.0,Self Enquiry,1,6.0,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,1,0,0.0,Executive,17044.0
34.0,Company Invited,1,13.0,Salaried,Male,3,5.0,Deluxe,3.0,Single,2.0,1,5,1,0.0,Manager,21074.0
54.0,Self Enquiry,3,7.0,Small Business,Female,3,4.0,Deluxe,5.0,Single,2.0,0,2,1,2.0,Manager,27059.0
44.0,Self Enquiry,1,15.0,Salaried,Male,3,3.0,Basic,5.0,Married,2.0,1,3,1,0.0,Executive,17559.0
34.0,Self Enquiry,1,13.0,Salaried,Female,2,3.0,Standard,4.0,Single,1.0,0,5,0,0.0,Senior Manager,26994.0
36.0,Self Enquiry,1,12.0,Salaried,Male,2,3.0,Basic,3.0,Divorced,1.0,0,5,1,1.0,Executive,18210.0
44.0,Self Enquiry,1,13.0,Small Business,Female,4,5.0,Deluxe,3.0,Single,3.0,1,4,1,2.0,Manager,22759.0
43.0,Company Invited,1,12.0,Salaried,Male,4,4.0,Basic,3.0,Divorced,6.0,0,3,1,1.0,Executive,20771.0
36.0,Self Enquiry,3,14.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,3.0,1,4,1,2.0,Manager,23882.0
40.0,Self Enquiry,1,26.0,Large Business,Male,3,3.0,Standard,3.0,Divorced,5.0,0,3,1,1.0,Senior Manager,25322.0
29.0,Self Enquiry,1,29.0,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,1,1,1.0,Executive,17700.0
48.0,Company Invited,3,16.0,Salaried,Male,3,6.0,Super Deluxe,3.0,Married,2.0,0,5,1,2.0,AVP,31614.0
48.0,Self Enquiry,1,21.0,Small Business,Female,3,3.0,Standard,3.0,Married,2.0,0,3,0,0.0,Senior Manager,33265.0
31.0,Self Enquiry,3,12.0,Small Business,Male,3,1.0,Deluxe,3.0,Married,5.0,0,5,1,1.0,Manager,20460.0
36.0,Company Invited,3,18.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,3.0,0,5,1,2.0,Manager,23646.0
26.0,Self Enquiry,1,26.0,Small Business,Male,4,4.0,Basic,3.0,Divorced,5.0,0,5,1,3.0,Executive,22347.0
51.0,Company Invited,1,14.0,Salaried,Male,2,5.0,Standard,3.0,Single,3.0,0,2,0,1.0,Senior Manager,25650.0
37.0,Self Enquiry,1,6.0,Large Business,Female,2,3.0,Standard,3.0,Single,5.0,0,5,1,1.0,Senior Manager,22491.0
58.0,Self Enquiry,3,16.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Single,1.0,0,3,0,1.0,AVP,28872.0
48.0,Self Enquiry,1,6.0,Salaried,Male,3,4.0,Standard,3.0,Single,1.0,1,5,0,2.0,Senior Manager,20381.0
40.0,Self Enquiry,1,16.0,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,1,3,0,1.0,Executive,17213.0
27.0,Company Invited,3,26.0,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,2,1,1.0,Manager,24981.0
32.0,Self Enquiry,3,14.0,Salaried,Male,3,5.0,Basic,3.0,Married,5.0,0,4,1,2.0,Executive,21007.0
29.0,Self Enquiry,1,31.0,Large Business,Female,3,4.0,Basic,4.0,Divorced,6.0,0,3,0,2.0,Executive,17546.0
37.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Basic,3.0,Single,2.0,0,2,1,1.0,Executive,17115.0
40.0,Self Enquiry,1,13.0,Salaried,Male,3,3.0,Basic,5.0,Single,4.0,1,3,0,1.0,Executive,17166.0
51.0,Company Invited,3,7.0,Salaried,Male,3,4.0,Deluxe,3.0,Single,5.0,1,1,1,2.0,Manager,23406.0
37.0,Self Enquiry,1,9.0,Salaried,Female,4,4.0,Deluxe,4.0,Married,6.0,1,4,0,1.0,Manager,25640.0
22.0,Self Enquiry,1,10.0,Small Business,Male,4,5.0,Basic,3.0,Single,3.0,0,5,1,3.0,Executive,21908.0
39.0,Self Enquiry,3,14.0,Small Business,Female,3,5.0,Deluxe,3.0,Single,2.0,0,1,1,1.0,Manager,22706.0
34.0,Company Invited,3,8.0,Small Business,Female,3,3.0,Basic,3.0,Divorced,7.0,0,5,1,2.0,Executive,17231.0
38.0,Company Invited,3,16.0,Large Business,Female,2,3.0,Deluxe,3.0,Single,2.0,1,3,1,0.0,Manager,20666.0
34.0,Self Enquiry,3,12.0,Small Business,Female,3,4.0,Basic,3.0,Single,3.0,1,1,0,2.0,Executive,21529.0
55.0,Self Enquiry,1,9.0,Large Business,Female,3,4.0,Standard,3.0,Divorced,2.0,0,4,1,1.0,Senior Manager,32227.0
26.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Basic,3.0,Married,2.0,1,4,0,0.0,Executive,17933.0
30.0,Company Invited,1,10.0,Large Business,Male,2,3.0,Basic,3.0,Single,19.0,1,4,1,1.0,Executive,17285.0
60.0,Self Enquiry,3,10.0,Salaried,Female,3,5.0,Deluxe,3.0,Single,7.0,0,3,0,1.0,Manager,23849.0
54.0,Self Enquiry,1,11.0,Small Business,Male,2,3.0,King,5.0,Divorced,5.0,0,4,1,0.0,VP,34406.0
48.0,Company Invited,3,30.0,Salaried,Male,3,5.0,Basic,3.0,Single,2.0,1,1,1,2.0,Executive,17559.0
39.0,Company Invited,1,31.0,Salaried,Male,3,3.0,Standard,3.0,Divorced,4.0,0,1,0,0.0,Senior Manager,25920.0
32.0,Self Enquiry,1,29.0,Small Business,Male,4,4.0,Deluxe,3.0,Divorced,3.0,1,5,1,1.0,Manager,24857.0
32.0,Self Enquiry,2,9.0,Salaried,Male,4,5.0,Deluxe,5.0,Divorced,5.0,0,3,0,2.0,Manager,25088.0
60.0,Self Enquiry,1,10.0,Salaried,Male,4,5.0,Basic,3.0,Divorced,5.0,0,3,0,2.0,Executive,20855.0
36.0,Self Enquiry,3,24.0,Salaried,Male,4,4.0,Deluxe,5.0,Married,5.0,1,3,0,3.0,Manager,27644.0
36.0,Self Enquiry,3,9.0,Small Business,Female,4,4.0,Basic,3.0,Divorced,3.0,0,2,1,1.0,Executive,20692.0
39.0,Company Invited,1,15.0,Small Business,Female,3,5.0,Deluxe,4.0,Married,3.0,1,1,1,1.0,Manager,20811.0
39.0,Self Enquiry,1,7.0,Salaried,Female,3,4.0,Standard,3.0,Single,6.0,1,2,0,2.0,Senior Manager,26539.0
39.0,Self Enquiry,1,7.0,Salaried,Female,3,4.0,Basic,5.0,Single,5.0,0,1,0,2.0,Executive,21297.0
48.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Super Deluxe,5.0,Divorced,1.0,0,4,0,1.0,AVP,30402.0
25.0,Company Invited,3,30.0,Salaried,Male,3,5.0,Basic,3.0,Single,2.0,1,1,1,1.0,Executive,16118.0
34.0,Company Invited,1,36.0,Small Business,Female,3,5.0,Deluxe,3.0,Single,3.0,0,5,1,1.0,Manager,23186.0
55.0,Self Enquiry,1,8.0,Salaried,Female,3,3.0,Super Deluxe,3.0,Single,3.0,1,5,0,1.0,AVP,31659.0
46.0,Self Enquiry,1,35.0,Large Business,Male,4,4.0,Basic,3.0,Married,6.0,0,3,1,3.0,Executive,20810.0
20.0,Self Enquiry,1,16.0,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,1,5,1,1.0,Executive,16009.0
46.0,Self Enquiry,1,16.0,Salaried,Male,3,4.0,Deluxe,4.0,Married,2.0,0,4,1,1.0,Manager,21026.0
44.0,Self Enquiry,1,15.0,Salaried,Female,4,4.0,Deluxe,3.0,Married,6.0,1,1,1,1.0,Manager,23200.0
51.0,Company Invited,1,12.0,Small Business,Female,2,4.0,Basic,3.0,Single,1.0,0,5,1,1.0,Executive,17838.0
28.0,Self Enquiry,1,12.0,Salaried,Female,3,4.0,Basic,4.0,Single,3.0,1,3,0,2.0,Executive,21156.0
22.0,Self Enquiry,3,12.0,Small Business,Male,3,4.0,Basic,5.0,Single,3.0,1,1,1,1.0,Executive,21058.0
33.0,Self Enquiry,3,22.0,Small Business,Female,3,3.0,Deluxe,5.0,Single,6.0,0,3,1,0.0,Manager,20324.0
42.0,Company Invited,3,17.0,Small Business,Male,3,6.0,Deluxe,4.0,Single,3.0,0,1,1,1.0,Manager,24829.0
32.0,Self Enquiry,1,16.0,Small Business,Male,1,3.0,Standard,3.0,Single,3.0,0,1,0,0.0,Senior Manager,26244.0
35.0,Company Invited,1,24.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,3,1,0.0,Manager,20689.0
34.0,Self Enquiry,1,15.0,Salaried,Male,2,3.0,Standard,3.0,Married,1.0,0,5,1,1.0,Senior Manager,23500.0
45.0,Self Enquiry,1,27.0,Salaried,Male,3,4.0,Basic,4.0,Single,3.0,0,5,1,2.0,Executive,22098.0
43.0,Self Enquiry,1,15.0,Salaried,Male,3,4.0,Basic,3.0,Single,6.0,0,1,1,2.0,Executive,22646.0
33.0,Company Invited,1,12.0,Large Business,Male,4,4.0,Basic,4.0,Single,4.0,0,3,1,2.0,Executive,21396.0
48.0,Self Enquiry,3,22.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,1.0,0,4,1,0.0,Manager,21439.0
45.0,Company Invited,1,24.0,Salaried,Male,4,6.0,Basic,3.0,Single,4.0,0,4,1,2.0,Executive,20968.0
36.0,Self Enquiry,1,16.0,Salaried,Female,4,5.0,Standard,3.0,Married,3.0,1,4,1,3.0,Senior Manager,29363.0
34.0,Company Invited,1,7.0,Small Business,Male,3,4.0,Deluxe,5.0,Single,1.0,0,1,0,0.0,Manager,20343.0
34.0,Self Enquiry,1,6.0,Salaried,Female,3,1.0,Basic,3.0,Single,3.0,0,2,0,0.0,Executive,18280.0
44.0,Company Invited,1,24.0,Large Business,Male,3,5.0,Basic,3.0,Married,2.0,1,5,1,2.0,Executive,21115.0
35.0,Company Invited,1,10.0,Salaried,Male,3,4.0,Deluxe,3.0,Single,2.0,0,1,1,1.0,Manager,26434.0
33.0,Company Invited,1,13.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,2.0,0,5,1,1.0,Manager,20968.0
43.0,Self Enquiry,1,8.0,Small Business,Female,3,1.0,Basic,3.0,Married,2.0,0,1,1,2.0,Executive,17645.0
55.0,Company Invited,1,7.0,Salaried,Female,3,4.0,Standard,3.0,Married,2.0,0,5,1,2.0,Senior Manager,29180.0
30.0,Self Enquiry,3,13.0,Small Business,Male,2,3.0,Basic,4.0,Single,1.0,0,1,0,0.0,Executive,17983.0
25.0,Self Enquiry,2,29.0,Salaried,Male,3,6.0,Basic,3.0,Married,3.0,0,1,0,2.0,Executive,20233.0
37.0,Self Enquiry,3,7.0,Salaried,Female,4,4.0,Deluxe,3.0,Single,8.0,0,1,1,2.0,Manager,25493.0
51.0,Self Enquiry,1,9.0,Small Business,Female,3,3.0,Super Deluxe,4.0,Single,4.0,0,5,1,1.0,AVP,28734.0
26.0,Company Invited,1,6.0,Salaried,Female,2,3.0,Deluxe,4.0,Married,2.0,0,5,1,1.0,Manager,21397.0
29.0,Company Invited,1,23.0,Small Business,Male,3,4.0,Basic,3.0,Single,3.0,0,3,0,1.0,Executive,20822.0
38.0,Self Enquiry,3,9.0,Small Business,Male,4,4.0,Deluxe,3.0,Married,6.0,1,3,0,3.0,Manager,28280.0
19.0,Self Enquiry,1,9.0,Small Business,Female,3,3.0,Basic,4.0,Single,2.0,0,3,1,2.0,Executive,16483.0
27.0,Company Invited,3,26.0,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,1,1,1.0,Manager,24981.0
30.0,Company Invited,3,27.0,Large Business,Female,3,4.0,Basic,3.0,Married,3.0,0,3,0,2.0,Executive,20835.0
25.0,Company Invited,1,18.0,Salaried,Female,4,3.0,Deluxe,3.0,Married,2.0,0,3,1,3.0,Manager,22689.0
28.0,Company Invited,1,22.0,Salaried,Female,4,5.0,Basic,5.0,Married,2.0,0,4,1,1.0,Executive,23452.0
27.0,Company Invited,3,6.0,Small Business,Male,3,3.0,Deluxe,4.0,Married,1.0,1,1,0,1.0,Manager,21349.0
28.0,Company Invited,3,6.0,Small Business,Male,3,4.0,Deluxe,3.0,Divorced,2.0,0,3,0,2.0,Manager,23020.0
37.0,Self Enquiry,3,6.0,Salaried,Male,2,4.0,Standard,3.0,Married,6.0,0,1,1,1.0,Senior Manager,25609.0
34.0,Company Invited,1,8.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,2.0,0,4,0,0.0,Manager,24547.0
27.0,Company Invited,1,9.0,Small Business,Male,2,3.0,Basic,3.0,Married,2.0,0,1,0,0.0,Executive,16706.0
26.0,Self Enquiry,1,12.0,Salaried,Female,3,3.0,Basic,3.0,Divorced,2.0,1,2,0,0.0,Executive,17659.0
35.0,Self Enquiry,1,6.0,Salaried,Female,2,1.0,Basic,3.0,Single,4.0,0,3,0,0.0,Executive,17506.0
53.0,Company Invited,3,14.0,Small Business,Female,4,4.0,Basic,3.0,Married,4.0,1,4,1,3.0,Executive,27124.0
38.0,Self Enquiry,1,26.0,Salaried,Male,4,4.0,Basic,4.0,Divorced,6.0,0,4,1,2.0,Executive,21700.0
29.0,Self Enquiry,1,16.0,Salaried,Female,3,4.0,Basic,5.0,Single,7.0,1,5,1,0.0,Executive,17404.0
32.0,Company Invited,3,14.0,Small Business,Female,2,3.0,Standard,3.0,Single,2.0,0,4,1,1.0,Senior Manager,23998.0
34.0,Self Enquiry,3,17.0,Small Business,Male,3,4.0,Deluxe,3.0,Single,3.0,0,1,0,1.0,Manager,24165.0
46.0,Self Enquiry,1,27.0,Small Business,Male,4,6.0,Standard,5.0,Married,4.0,1,3,0,1.0,Senior Manager,29529.0
31.0,Company Invited,1,26.0,Salaried,Male,3,3.0,Standard,3.0,Divorced,4.0,0,3,1,0.0,Senior Manager,24824.0
43.0,Self Enquiry,1,10.0,Salaried,Female,4,2.0,Deluxe,3.0,Married,4.0,1,5,1,1.0,Manager,23909.0
37.0,Self Enquiry,1,25.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,4.0,0,1,0,0.0,Manager,20768.0
38.0,Company Invited,2,8.0,Salaried,Male,3,3.0,Basic,4.0,Married,6.0,0,3,1,2.0,Executive,17592.0
54.0,Self Enquiry,1,13.0,Salaried,Male,3,4.0,Deluxe,3.0,Single,4.0,0,5,1,2.0,Manager,21128.0
31.0,Self Enquiry,3,22.0,Small Business,Male,3,3.0,Standard,3.0,Married,3.0,0,5,1,0.0,Senior Manager,23161.0
31.0,Self Enquiry,3,11.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,2.0,0,1,0,2.0,Manager,20476.0
23.0,Self Enquiry,1,13.0,Small Business,Male,4,4.0,Basic,3.0,Divorced,2.0,0,2,1,1.0,Executive,21451.0
32.0,Self Enquiry,3,9.0,Salaried,Male,4,4.0,Deluxe,3.0,Single,6.0,1,5,1,2.0,Manager,25260.0
52.0,Self Enquiry,3,11.0,Salaried,Male,3,3.0,Standard,4.0,Single,1.0,1,4,1,1.0,Senior Manager,23446.0
32.0,Company Invited,1,30.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,0,4,1,2.0,Manager,20309.0
35.0,Company Invited,1,17.0,Small Business,Male,3,4.0,Standard,5.0,Married,3.0,1,5,1,2.0,Senior Manager,24884.0
35.0,Company Invited,1,26.0,Small Business,Female,3,4.0,Deluxe,4.0,Married,6.0,0,3,1,1.0,Manager,23122.0
59.0,Company Invited,1,20.0,Salaried,Female,2,3.0,Standard,3.0,Single,1.0,1,5,1,0.0,Senior Manager,25512.0
32.0,Self Enquiry,1,9.0,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,1,4,1,2.0,Executive,21373.0
48.0,Self Enquiry,1,9.0,Small Business,Female,4,4.0,Deluxe,3.0,Married,7.0,0,2,0,2.0,Manager,23748.0
33.0,Company Invited,3,6.0,Salaried,Female,2,2.0,Deluxe,5.0,Divorced,3.0,0,3,1,0.0,Manager,20376.0
29.0,Self Enquiry,1,16.0,Small Business,Female,4,4.0,Basic,3.0,Married,7.0,0,3,0,1.0,Executive,21055.0
21.0,Company Invited,1,16.0,Salaried,Female,2,4.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,17625.0
46.0,Self Enquiry,3,27.0,Salaried,Female,3,4.0,Deluxe,3.0,Single,2.0,0,1,1,1.0,Manager,23528.0
30.0,Company Invited,1,15.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,2.0,0,1,1,1.0,Manager,18072.0
43.0,Company Invited,3,21.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,4.0,0,5,0,1.0,Manager,21804.0
37.0,Company Invited,3,15.0,Salaried,Male,4,5.0,Standard,5.0,Single,3.0,0,2,0,3.0,Senior Manager,26265.0
20.0,Self Enquiry,1,9.0,Salaried,Male,2,4.0,Basic,3.0,Single,2.0,0,3,0,1.0,Executive,18033.0
56.0,Self Enquiry,1,29.0,Salaried,Male,3,3.0,Super Deluxe,4.0,Divorced,5.0,1,4,1,2.0,AVP,28402.0
39.0,Self Enquiry,3,10.0,Salaried,Male,3,4.0,Deluxe,3.0,Single,2.0,1,3,1,2.0,Manager,25539.0
41.0,Self Enquiry,3,12.0,Salaried,Female,3,3.0,Standard,3.0,Single,4.0,1,2,0,1.0,Senior Manager,28591.0
39.0,Self Enquiry,2,9.0,Salaried,Female,2,1.0,Deluxe,4.0,Married,1.0,0,1,0,0.0,Manager,21389.0
28.0,Company Invited,3,10.0,Small Business,Female,4,3.0,Deluxe,3.0,Married,3.0,1,2,1,3.0,Manager,23325.0
